season,pm25_mean,pm25_max,aqi_mean,AOD,temperature,rainfall_mm,wind_speed
Monsoon,76.70481567335031,143.0198952525,145.6808531617368,0.6904,27.92502286760218,10.125225283794844,2.609381384407254
Post_monsoon,79.48108206509026,146.93497274461538,152.6149734900272,0.5677115384615384,24.762308402543965,3.031166568832108,1.2243373720932191
Pre_monsoon,81.8810312432988,148.31434775756412,154.308721726115,0.7914102564102564,27.320591629735816,5.868780588099114,1.8657870034687107
Winter,121.67729738007422,195.43979883589745,188.55585928088132,0.8508831168831169,19.92684097370694,0.4335333555526114,1.4737297909138696
